status_id,status_message,link_name,status_type,status_link,permalink_url,status_published,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys
387386548007364_1029377417141604,"Have you experience pain during intimacy? When it hurts what do you do?
https://lovematters.co.ke/news/when-sex-hurts",When it hurts.....I mean really hurts.,link,https://lovematters.co.ke/news/when-sex-hurts,https://www.facebook.com/LoveMattersAfrica/posts/1029377417141604,2016-05-18 11:30:28,255,41,8,254,0,0,1,0,0
387386548007364_1029210247158321,"How much do looks matter in a realtionship. Apparently not too much in your are in love. Read more here:

Https://lovematters.co.ke/news/looks-dont-matter-love-research-proves-it",Love Matters,link,https://lovematters.co.ke/news/looks-dont-matter-love-research-proves-it,https://www.facebook.com/LoveMattersAfrica/posts/1029210247158321,2016-05-18 05:08:05,93,17,1,93,0,0,0,0,0
387386548007364_1028914093854603,"How much do looks matter in a relationship? 
Apparently when in love they don't matter.... Click here to read more : 

https://lovematters.co.ke/news/looks-dont-matter-love-research-proves-it",,status,,https://www.facebook.com/LoveMattersAfrica/posts/1028914093854603,2016-05-18 05:00:01,46,16,1,46,0,0,0,0,0
387386548007364_1029083093837703,A good morning to you #teamLoveMatters,Timeline Photos,photo,https://www.facebook.com/LoveMattersAfrica/photos/a.390673737678645.94223.387386548007364/1029083093837703/?type=3,https://www.facebook.com/LoveMattersAfrica/posts/1029083093837703:0,2016-05-17 23:30:35,283,15,53,282,0,0,1,0,0
387386548007364_1028846883861324,#teamLoveMatters it is goodnight,Timeline Photos,photo,https://www.facebook.com/LoveMattersAfrica/photos/a.390673737678645.94223.387386548007364/1028846883861324/?type=3,https://www.facebook.com/LoveMattersAfrica/posts/1028846883861324:0,2016-05-17 14:00:00,65,0,8,64,0,1,0,0,0
387386548007364_1028781537201192,"If a man got to kiss a lady without really telling her that he loves her, could that action be guided by love? or could it also mean that they find each other interesting at that moment? #HelpABrother",,status,,https://www.facebook.com/LoveMattersAfrica/posts/1028781537201192,2016-05-17 13:00:00,273,85,14,273,0,0,0,0,0
387386548007364_1028727880539891,"Whether you like men, women, both, or neither, you deserve to be yourself. And you deserve to be in love with the person that makes you happy.",LM IDAHOT Africa,video,https://youtu.be/890-RpHecfM,https://www.facebook.com/LoveMattersAfrica/posts/1028727880539891,2016-05-17 11:30:00,126,5,3,126,0,0,0,0,0
387386548007364_1028567050555974,"Whether you like men, women, both, or neither, you deserve to be yourself. And you deserve to be in love with the person that makes you happy.",It's time for love,link,https://lovematters.co.ke/news/its-time-love,https://www.facebook.com/LoveMattersAfrica/posts/1028567050555974,2016-05-17 05:00:00,446,38,29,444,2,0,0,0,0
387386548007364_1028529457226400,,Love Matters Africa's cover photo,photo,https://www.facebook.com/LoveMattersAfrica/photos/a.390371154375570.94136.387386548007364/1028529457226400/?type=3,https://www.facebook.com/LoveMattersAfrica/posts/1028551897224156,2016-05-17 03:23:16,52,2,3,52,0,0,0,0,0
387386548007364_1028529527226393,,Love Matters Africa,photo,https://www.facebook.com/LoveMattersAfrica/photos/a.390103554402330.94084.387386548007364/1028529527226393/?type=3,https://www.facebook.com/LoveMattersAfrica/posts/1028529553893057:0,2016-05-17 02:13:53,181,8,3,179,1,0,0,1,0
387386548007364_1028206483925364,"#teamLoveMatters , its goodnight",Timeline Photos,photo,https://www.facebook.com/LoveMattersAfrica/photos/a.390673737678645.94223.387386548007364/1028206483925364/?type=3,https://www.facebook.com/LoveMattersAfrica/posts/1028206483925364:0,2016-05-16 14:00:00,88,0,16,87,1,0,0,0,0
387386548007364_1027992237280122,"l was impregnated by my boyfriend and he dumped me, now after birth he keep on calling me what can l do? #HelpASister",,status,,https://www.facebook.com/LoveMattersAfrica/posts/1027992237280122,2016-05-16 11:30:00,80,136,4,80,0,0,0,0,0
387386548007364_1027984523947560,"I am having these feelings of being gay. I do not know what is happening to me but I know the feelings are not normal. I have kissed a guy but have not had sex with one. I also love women. I am just confused, please tell me how to cope. #HelpABrother","Feeling gay, feeling abnormal",link,https://lovematters.co.ke/news/feeling-gay-feeling-abnormal,https://www.facebook.com/LoveMattersAfrica/posts/1027984523947560,2016-05-16 05:00:00,184,172,7,183,0,1,0,0,0
387386548007364_1027721813973831,A  good morning to you #teamLoveMatters . Be inspired. Have a fruitful week!,Timeline Photos,photo,https://www.facebook.com/LoveMattersAfrica/photos/a.390673737678645.94223.387386548007364/1027721813973831/?type=3,https://www.facebook.com/LoveMattersAfrica/posts/1027721813973831:0,2016-05-16 02:00:00,72,1,26,72,0,0,0,0,0
387386548007364_1027721180640561,Goodnight #teamLoveMatters,Timeline Photos,photo,https://www.facebook.com/LoveMattersAfrica/photos/a.390673737678645.94223.387386548007364/1027721180640561/?type=3,https://www.facebook.com/LoveMattersAfrica/posts/1027721180640561:0,2016-05-15 14:00:00,525,18,98,523,2,0,0,0,0
387386548007364_1027675973978415,Should I help an ex girlfriend when she is down? #helpabrother!,,status,,https://www.facebook.com/LoveMattersAfrica/posts/1027675973978415,2016-05-15 12:12:10,344,303,13,344,0,0,0,0,0
387386548007364_1027492630663416,#teamLoveMatters,Timeline Photos,photo,https://www.facebook.com/LoveMattersAfrica/photos/a.390673737678645.94223.387386548007364/1027492630663416/?type=3,https://www.facebook.com/LoveMattersAfrica/posts/1027492630663416:0,2016-05-15 06:30:00,128,8,13,127,1,0,0,0,0
387386548007364_1026489014097111,A goodnight to you #teamLoveMatters......,Timeline Photos,photo,https://www.facebook.com/LoveMattersAfrica/photos/a.390673737678645.94223.387386548007364/1026489014097111/?type=3,https://www.facebook.com/LoveMattersAfrica/posts/1026489014097111:0,2016-05-14 15:00:00,290,9,20,288,2,0,0,0,0
387386548007364_1026935717385774,,Timeline Photos,photo,https://www.facebook.com/LoveMattersAfrica/photos/a.390673737678645.94223.387386548007364/1026935717385774/?type=3,https://www.facebook.com/LoveMattersAfrica/posts/1026935717385774:0,2016-05-14 11:30:00,27,3,0,24,0,0,0,1,2
387386548007364_1026487627430583,A good morning to you #teamLoveMatters......,Timeline Photos,photo,https://www.facebook.com/LoveMattersAfrica/photos/a.390673737678645.94223.387386548007364/1026487627430583/?type=3,https://www.facebook.com/LoveMattersAfrica/posts/1026487627430583:0,2016-05-14 02:00:00,103,3,15,102,1,0,0,0,0
387386548007364_1026479177431428,A goodnight to you #teamLoveMatters......,Timeline Photos,photo,https://www.facebook.com/LoveMattersAfrica/photos/a.390673737678645.94223.387386548007364/1026479177431428/?type=3,https://www.facebook.com/LoveMattersAfrica/posts/1026479177431428:0,2016-05-13 15:00:00,472,20,70,469,3,0,0,0,0
387386548007364_1025756184170394,"I'm 26. My boyfriend and I have been together for four years and now live together. Even though we haven't been fighting, I just feel indifferent toward him. I hardly ever want to hang out with him and don't feel sexually attracted to him anymore. I still love him, but I'm not happy. Am I just comfortable in the relationship and afraid to leave? How do I know if it's worth trying to save the relationship or if I've reached the point of no return?",,status,,https://www.facebook.com/LoveMattersAfrica/posts/1025756184170394,2016-05-13 10:00:00,276,192,15,276,0,0,0,0,0
387386548007364_1026239020788777,"For those who still think of fertility as a woman's issue, think again: a third of all infertility cases are due to problems with the man.",Male fertility problems: top five facts,link,https://lovematters.co.ke/news/male-fertility-problems-top-five-facts,https://www.facebook.com/LoveMattersAfrica/posts/1026239020788777,2016-05-13 05:00:00,130,13,15,129,0,0,1,0,0
387386548007364_1026131360799543,A good morning to you #teamLoveMatters,Timeline Photos,photo,https://www.facebook.com/LoveMattersAfrica/photos/a.390673737678645.94223.387386548007364/1026131360799543/?type=3,https://www.facebook.com/LoveMattersAfrica/posts/1026131360799543:0,2016-05-13 02:00:01,88,1,5,88,0,0,0,0,0
387386548007364_1025974740815205,,Timeline Photos,photo,https://www.facebook.com/LoveMattersAfrica/photos/a.390673737678645.94223.387386548007364/1025974740815205/?type=3,https://www.facebook.com/LoveMattersAfrica/posts/1025974740815205:0,2016-05-12 16:08:13,41,1,18,39,2,0,0,0,0
387386548007364_1025750277504318,A little kink goes a long way!....Role-playing is a fun way to liven up your sex life. It gives you and your partner the chance to act out your fantasies and explore a different side of yourself.,Role-playing: do's and don'ts,link,https://lovematters.co.ke/news/role-playing-dos-and-donts,https://www.facebook.com/LoveMattersAfrica/posts/1025750277504318,2016-05-12 13:00:00,15,5,1,15,0,0,0,0,0
387386548007364_215465075505718,Have you (or your partner) ever taken P2?,,status,,https://www.facebook.com/events/215406522178240/permalink/215465075505718/,2016-05-12 12:34:09,4,0,0,4,0,0,0,0,0
387386548007364_215406522178240,"Where can I get emergency contraception?
Do I need a prescription to get Emergency Contraception?.. for all your questions on emergency contraception : Join our live chat on today from 8.30 pm to 10.00 pm",Live Chat Q & A,event,https://www.facebook.com/events/215406522178240/,https://www.facebook.com/events/215406522178240/,2016-05-12 11:27:39,18,5,0,17,1,0,0,0,0
387386548007364_1025572540855425,"Incase you missed getting something special for you Mum or Mothers in your life... get down to Galleria .
The 2 week Mothers Day sales ends this coming Sunday the 15th of May!...
It never to late to show her your appreciation. 
KenyaBuzz and Love Matters Africa partnership.",Mother's Day Sales at Galleria Shopping Mall | What's On | KenyaBuzz,link,http://www.kenyabuzz.com/whats-on/mothers-day-sales,https://www.facebook.com/LoveMattersAfrica/posts/1025572540855425,2016-05-12 06:30:00,3,1,0,3,0,0,0,0,0
387386548007364_1025549524191060,"An alien woman appeared. She was 3 meters tall with 12 fingers and braided leg hair. She straddled him, and they had sex for 40 minutes while floating in the air.......
For this story, news flashes and more in this week's Sex in the Press.",Sex with an alien: You know you want it!,link,https://lovematters.co.ke/news/sex-alien-you-know-you-want-it,https://www.facebook.com/LoveMattersAfrica/posts/1025549524191060,2016-05-12 05:00:00,125,21,2,125,0,0,0,0,0
387386548007364_1025348994211113,A good morning #teamLoveMatters.. Ladies would you say this statement os true or false?,Timeline Photos,photo,https://www.facebook.com/LoveMattersAfrica/photos/a.390673737678645.94223.387386548007364/1025348994211113/?type=3,https://www.facebook.com/LoveMattersAfrica/posts/1025348994211113:0,2016-05-11 23:30:00,827,89,84,815,12,0,0,0,0
387386548007364_1025337324212280,Its goodnight #teamLoveMatters,Timeline Photos,photo,https://www.facebook.com/LoveMattersAfrica/photos/a.390673737678645.94223.387386548007364/1025337324212280/?type=3,https://www.facebook.com/LoveMattersAfrica/posts/1025337324212280:0,2016-05-11 15:00:00,104,6,15,103,1,0,0,0,0
387386548007364_1025080197571326,Is it true that guys think about nothing but sex all day ?,The truth is guys only spend a small fraction of their day thinking about sex. Read more here ...,link,https://lovematters.co.ke/news/do-guys-have-nothing-sex-brain,https://www.facebook.com/LoveMattersAfrica/posts/1025080197571326,2016-05-11 11:30:00,399,136,14,395,0,0,4,0,0
387386548007364_1025035094242503,"It's the middle of the night and you're fast asleep. Your partner is snoring next to you. But then you hear him stir and feel his hand on your stomach. The hand moves up to your breasts.
""Not now,"" you mumble, ""I'm trying to sleep!"" But he climbs on top of you. And before you know it, he's roughly trying to thrust himself inside you.... What is going on you wonder ..... Read on :",Sexomnia: the mysteries of sleep sex,link,https://lovematters.co.ke/news/sexomnia-mysteries-sleep-sex,https://www.facebook.com/LoveMattersAfrica/posts/1025035094242503,2016-05-11 05:00:00,113,46,12,111,0,2,0,0,0
387386548007364_1024741180938561,"We chose 10 winners at random and you might be one of them. 
Please check your email inbox or even junk folder.....
You have won Ksh 1000 in Safaricom airtime for participating in out Survey! Congratulations!",Timeline Photos,photo,https://www.facebook.com/LoveMattersAfrica/photos/a.390673737678645.94223.387386548007364/1024741180938561/?type=3,https://www.facebook.com/LoveMattersAfrica/posts/1024741180938561:0,2016-05-11 04:30:00,43,8,4,43,0,0,0,0,0
387386548007364_1024659357613410,A good morning to you #teamLoveMatters.... do you feel me?,Timeline Photos,photo,https://www.facebook.com/LoveMattersAfrica/photos/a.390673737678645.94223.387386548007364/1024659357613410/?type=3,https://www.facebook.com/LoveMattersAfrica/posts/1024659357613410:0,2016-05-10 23:30:00,558,18,75,553,3,0,2,0,0
387386548007364_1024083441004335,Its goodnight #teamLoveMatters....Sweet dreams!,Timeline Photos,photo,https://www.facebook.com/LoveMattersAfrica/photos/a.390673737678645.94223.387386548007364/1024083441004335/?type=3,https://www.facebook.com/LoveMattersAfrica/posts/1024083441004335:0,2016-05-10 14:00:00,62,7,9,60,1,0,1,0,0
387386548007364_1024634120949267,"Would you take back an ex after a break up?
1 ) No way !
2 ) Yes I would , for sure.
3 ) It depends on ..........",,status,,https://www.facebook.com/LoveMattersAfrica/posts/1024634120949267,2016-05-10 11:30:00,380,534,42,380,0,0,0,0,0
387386548007364_1024291270983552,"While it is healthy to be competitive in any relationship, when done to excess, it could be detrimental to the happiness of a long-term relationship.",Living with a Narcissist,link,https://lovematters.co.ke/news/living-narcissist,https://www.facebook.com/LoveMattersAfrica/posts/1024291270983552,2016-05-10 05:00:00,95,7,5,95,0,0,0,0,0
387386548007364_1024072301005449,A good morning to you #teamLoveMatters.... as you start your day here is a quote for you .,Timeline Photos,photo,https://www.facebook.com/LoveMattersAfrica/photos/a.390673737678645.94223.387386548007364/1024072301005449/?type=3,https://www.facebook.com/LoveMattersAfrica/posts/1024072301005449:0,2016-05-09 23:30:00,269,13,37,267,2,0,0,0,0
387386548007364_1024060571006622,Its goodnight #teamLoveMatters,Timeline Photos,photo,https://www.facebook.com/LoveMattersAfrica/photos/a.390673737678645.94223.387386548007364/1024060571006622/?type=3,https://www.facebook.com/LoveMattersAfrica/posts/1024060571006622:0,2016-05-09 14:01:21,194,8,40,188,6,0,0,0,0
387386548007364_1023968844349128,Would you stay in a relationship or marry a lady because you got her pregnant?,,status,,https://www.facebook.com/LoveMattersAfrica/posts/1023968844349128,2016-05-09 11:38:09,294,229,18,294,0,0,0,0,0
387386548007364_1023751304370882,What do you do when you find out you are pregnant and your boyfriend has been cheating on you?,Pregnant by a cheating boyfriend read more here.....,link,https://lovematters.co.ke/news/pregnant-cheating-boyfriend,https://www.facebook.com/LoveMattersAfrica/posts/1023751304370882,2016-05-09 05:00:00,488,158,40,483,0,0,2,3,0
387386548007364_1023721714373841,"A good morning to you #teamLoveMatters. 
Have fruitful week ahead.",Timeline Photos,photo,https://www.facebook.com/LoveMattersAfrica/photos/a.390673737678645.94223.387386548007364/1023721714373841/?type=3,https://www.facebook.com/LoveMattersAfrica/posts/1023721714373841:0,2016-05-09 02:00:12,692,21,98,680,10,0,0,0,0
387386548007364_1023464794399533,#teamLoveMatters,Timeline Photos,photo,https://www.facebook.com/LoveMattersAfrica/photos/a.390673737678645.94223.387386548007364/1023464794399533/?type=3,https://www.facebook.com/LoveMattersAfrica/posts/1023464794399533:0,2016-05-08 15:45:00,238,22,33,232,5,0,0,0,0
387386548007364_1023109681101711,"#teamLoveMatters 
""Life began with waking up and loving my mother's face.""
— George Eliot",Timeline Photos,photo,https://www.facebook.com/LoveMattersAfrica/photos/a.390673737678645.94223.387386548007364/1023109681101711/?type=3,https://www.facebook.com/LoveMattersAfrica/posts/1023109681101711:0,2016-05-08 05:00:00,290,7,42,285,1,0,0,0,0
387386548007364_1022825134463499,"Where can I get emergency contraception?
Do I need a prescription to get Emergency Contraception?.. for all your questions on emergency contraception :  Join our live chat on 12th May from 8.30 pm to 10.00 pm",Timeline Photos,photo,https://www.facebook.com/LoveMattersAfrica/photos/a.390673737678645.94223.387386548007364/1022825134463499/?type=3,https://www.facebook.com/LoveMattersAfrica/posts/1022825134463499:0,2016-05-07 15:59:00,619,42,6,617,0,1,1,0,0
387386548007364_1022750974470915,Its goodnight #teamLoveMatters . Sweet Dreams!,Timeline Photos,photo,https://www.facebook.com/LoveMattersAfrica/photos/a.390673737678645.94223.387386548007364/1022750974470915/?type=3,https://www.facebook.com/LoveMattersAfrica/posts/1022750974470915:0,2016-05-07 15:00:00,265,27,70,259,3,0,0,3,0
387386548007364_1022070814538931,Q: How soon after a break up should one get in to another relationship? asks,,status,,https://www.facebook.com/LoveMattersAfrica/posts/1022070814538931,2016-05-07 11:30:00,166,128,0,166,0,0,0,0,0
387386548007364_1022488724497140,"It is a good afternoon to you #teamLoveMatters. 
I hope you are all having a restful weekend.",Timeline Photos,photo,https://www.facebook.com/LoveMattersAfrica/photos/a.390673737678645.94223.387386548007364/1022488724497140/?type=3,https://www.facebook.com/LoveMattersAfrica/posts/1022488724497140:0,2016-05-07 06:30:00,691,27,103,681,7,0,0,3,0
387386548007364_1022078324538180,"Kenya's Film Classification Board (KFCB) recently asked Coca Cola to remove a scene of a couple embracing and kissing in a library and the the ad was edited. Tanzania has followed suit banning this music video for breaching the moral fabric of society, and violating the country's traditions. What do you think about this video.",Snura - Chura Dance | Tanzania women Twerking (Official Video),video,https://youtu.be/O4DTOaOm5Nk,https://www.facebook.com/LoveMattersAfrica/posts/1022078324538180,2016-05-06 13:00:00,124,32,12,124,0,0,0,0,0
387386548007364_1022067674539245,How can I get my Ex back?..I still love him.....,For this and any questions you may have check out https://lovematters.co.ke/forum,link,https://lovematters.co.ke/forum/question/how-can-i-get-my-ex-backi-still-love-him-rebound-not-my-specialty,https://www.facebook.com/LoveMattersAfrica/posts/1022067674539245,2016-05-06 11:30:00,73,46,6,72,1,0,0,0,0
387386548007364_1021807057898640,"Every man has erection problems at some point in his life, but if the problem persists over a longer period of time then it may be a sign that you have more serious problems.",Four signs you have erectile dysfunction,link,https://lovematters.co.ke/news/four-signs-you-have-erectile-dysfunction,https://www.facebook.com/LoveMattersAfrica/posts/1021807057898640,2016-05-06 05:00:01,433,54,27,432,1,0,0,0,0
387386548007364_1021589624587050,"#teamLoveMatters, I hope this motivates you today....Happy Friday!",Timeline Photos,photo,https://www.facebook.com/LoveMattersAfrica/photos/a.390673737678645.94223.387386548007364/1021589624587050/?type=3,https://www.facebook.com/LoveMattersAfrica/posts/1021589624587050:0,2016-05-06 02:00:01,351,4,38,350,1,0,0,0,0
387386548007364_1020946004651412,A goodnight to you. We appreciate each and everyone of you . Thank you for being part of #teamLoveMatters,Timeline Photos,photo,https://www.facebook.com/LoveMattersAfrica/photos/a.390673737678645.94223.387386548007364/1020946004651412/?type=3,https://www.facebook.com/LoveMattersAfrica/posts/1020946004651412:0,2016-05-05 14:05:06,427,32,12,427,0,0,0,0,0
387386548007364_1021499701262709,Do you agree or disagree with this statement #teamLoveMatters,Timeline Photos,photo,https://www.facebook.com/LoveMattersAfrica/photos/a.390673737678645.94223.387386548007364/1021499701262709/?type=3,https://www.facebook.com/LoveMattersAfrica/posts/1021499701262709:0,2016-05-05 13:00:01,440,69,110,437,2,1,0,0,0
387386548007364_1021415571271122,What are the signs thats your partner has moved on after a breakup?,,status,,https://www.facebook.com/LoveMattersAfrica/posts/1021415571271122,2016-05-05 11:30:00,218,120,5,216,2,0,0,0,0
387386548007364_1020954634650549,"Dont miss the Galleria's unlimited Mother's Day Experience.
Get the Queen of your heart, that something special at that special price! Till the 15th of May, special offers abound from participating shops and restaurants at the Galleria Shopping Mall. 
What a way to celebrate Mother's Day!",Mother's Day Sales at Galleria Shopping Mall via @KenyaBuzz,link,http://www.kenyabuzz.com/whats-on/mothers-day-sales,https://www.facebook.com/LoveMattersAfrica/posts/1020954634650549,2016-05-05 06:30:00,14,2,4,14,0,0,0,0,0
387386548007364_1021269697952376,#DidYouKnow Most female astronauts chose to use the pill to suppress their periods for practical reasons while in space..do you know why? Read this to find out more :,Sex in space: a leap forward,link,https://lovematters.co.ke/news/sex-space-leap-forward,https://www.facebook.com/LoveMattersAfrica/posts/1021269697952376,2016-05-05 05:02:15,228,7,7,227,0,0,0,0,1
387386548007364_1020945207984825,A good morning to you #teamLoveMatters... as you start your day here is a quote for you to ponder on.,Timeline Photos,photo,https://www.facebook.com/LoveMattersAfrica/photos/a.390673737678645.94223.387386548007364/1020945207984825/?type=3,https://www.facebook.com/LoveMattersAfrica/posts/1020945207984825:0,2016-05-04 23:30:00,394,22,55,391,3,0,0,0,0
387386548007364_1020781578001188,It is goodnight #teamLoveMatters.,Timeline Photos,photo,https://www.facebook.com/LoveMattersAfrica/photos/a.390673737678645.94223.387386548007364/1020781578001188/?type=3,https://www.facebook.com/LoveMattersAfrica/posts/1020781578001188:0,2016-05-04 14:00:00,147,16,18,146,1,0,0,0,0
387386548007364_1020779891334690,Have you ever wondered if the vagina get back to its size after having sex? What makes the vagina become large? Are there ways to keep it smaller?,Click here to read about the miracle that is vagina.,link,https://lovematters.co.ke/news/miracle-vagina,https://www.facebook.com/LoveMattersAfrica/posts/1020779891334690,2016-05-04 13:00:00,1299,221,107,1281,7,6,5,0,0
387386548007364_1020777394668273,Does it really matter where you meet with your partner?,,status,,https://www.facebook.com/LoveMattersAfrica/posts/1020777394668273,2016-05-04 10:00:00,276,146,10,276,0,0,0,0,0
387386548007364_1020520811360598,Revealed: What women really think of anal sex !,Just how pleasurable is giving and getting anal sex?,link,https://lovematters.co.ke/news/revealed-what-women-really-think-anal-sex,https://www.facebook.com/LoveMattersAfrica/posts/1020520811360598,2016-05-04 05:00:00,76,49,5,75,1,0,0,0,0
387386548007364_1020373968041949,A good morning to you #teamLoveMatters .. I hope you have a fruitful day.,Timeline Photos,photo,https://www.facebook.com/LoveMattersAfrica/photos/a.390673737678645.94223.387386548007364/1020373968041949/?type=3,https://www.facebook.com/LoveMattersAfrica/posts/1020373968041949:0,2016-05-03 23:30:00,508,19,63,506,2,0,0,0,0
387386548007364_1020278691384810,It is goodnight #teamLoveMatters.....,Timeline Photos,photo,https://www.facebook.com/LoveMattersAfrica/photos/a.390673737678645.94223.387386548007364/1020278691384810/?type=3,https://www.facebook.com/LoveMattersAfrica/posts/1020278691384810:0,2016-05-03 14:00:00,127,14,10,127,0,0,0,0,0
387386548007364_1020277098051636,"#teamLoveMatters : When it comes to making love what do you value the most 
A: quality  
or
B: quantity - no of rounds",,status,,https://www.facebook.com/LoveMattersAfrica/posts/1020277098051636,2016-05-03 13:00:00,160,133,7,158,2,0,0,0,0
387386548007364_1020245398054806,There's more to sex than penetration! Here are some fun ways to spice up your sex life and keep it safe.,Sex without penetration,link,https://lovematters.co.ke/resource/sex-without-penetration,https://www.facebook.com/LoveMattersAfrica/posts/1020245398054806,2016-05-03 11:33:10,809,74,45,806,1,0,0,0,2
387386548007364_1020064288072917,Do you know your partner's STI status?,Should you gamble with your life because you dread knowing your partner's status?,link,https://lovematters.co.ke/news/do-you-know-your-partners-sti-status,https://www.facebook.com/LoveMattersAfrica/posts/1020064288072917,2016-05-03 05:03:19,166,31,16,166,0,0,0,0,0
387386548007364_1020065724739440,"Good News #TeamLoveMatters 
If you filled in the LM survey in a couple of weeks ago!
Check your email inbox to see if you are one of our lucky winners!.....
Thank you for all those who took part!",Timeline Photos,photo,https://www.facebook.com/LoveMattersAfrica/photos/a.390673737678645.94223.387386548007364/1020065724739440/?type=3,https://www.facebook.com/LoveMattersAfrica/posts/1020065724739440:0,2016-05-03 04:30:00,19,0,0,19,0,0,0,0,0
387386548007364_1019892494756763,A good morning to you #teamLoveMatters .... have you found yours?,Timeline Photos,photo,https://www.facebook.com/LoveMattersAfrica/photos/a.390673737678645.94223.387386548007364/1019892494756763/?type=3,https://www.facebook.com/LoveMattersAfrica/posts/1019892494756763:0,2016-05-02 23:30:01,161,11,32,158,2,0,1,0,0
387386548007364_1019732068106139,#teamLoveMatters,Timeline Photos,photo,https://www.facebook.com/LoveMattersAfrica/photos/a.390673737678645.94223.387386548007364/1019732068106139/?type=3,https://www.facebook.com/LoveMattersAfrica/posts/1019732068106139:0,2016-05-02 14:00:23,147,6,31,146,1,0,0,0,0
387386548007364_1019640538115292,"What does a woman do to prove she love a man? 
#HelpASister",,status,,https://www.facebook.com/LoveMattersAfrica/posts/1019640538115292,2016-05-02 13:00:00,305,177,34,304,1,0,0,0,0
387386548007364_1019638964782116,Every relationship hits a rocky patch. How do you tackle issues before they become real problems is key in not letting your love fail.,Here are #LoveMatters top 5 causes of relationship conflicts...,link,https://lovematters.co.ke/news/relationship-problems-top-five-causes,https://www.facebook.com/LoveMattersAfrica/posts/1019638964782116,2016-05-02 11:30:00,265,22,46,264,1,0,0,0,0
387386548007364_1019474011465278,Do you think some cultural practices are outdated? Are there similar or different sexual practices in your tribe?,Elongating the labia,link,https://lovematters.co.ke/news/elongating-labia,https://www.facebook.com/LoveMattersAfrica/posts/1019474011465278,2016-05-02 05:00:08,130,21,4,130,0,0,0,0,0
387386548007364_1019224618156884,A good Monday morning to you you #teamLoveMatters..are you feeling the love!,Timeline Photos,photo,https://www.facebook.com/LoveMattersAfrica/photos/a.390673737678645.94223.387386548007364/1019224618156884/?type=3,https://www.facebook.com/LoveMattersAfrica/posts/1019224618156884:0,2016-05-02 02:00:00,68,6,9,67,1,0,0,0,0
387386548007364_1018936514852361,Its goodnight #teamLoveMatters,Timeline Photos,photo,https://www.facebook.com/LoveMattersAfrica/photos/a.390673737678645.94223.387386548007364/1018936514852361/?type=3,https://www.facebook.com/LoveMattersAfrica/posts/1018936514852361:0,2016-05-01 14:00:00,235,8,52,233,2,0,0,0,0
387386548007364_1018935074852505,Has Facebook connected you to so many people but distanced you from real human and emotional connections?,Click her and read about Facebook versus face-to-face,link,https://lovematters.co.ke/news/facebook-versus-face-face,https://www.facebook.com/LoveMattersAfrica/posts/1018935074852505,2016-05-01 11:30:00,119,13,8,119,0,0,0,0,0
387386548007364_1018907298188616,"A good afternoon to you #teamLoveMatters, as you rest on this day , here is a quote I hope will inspire you.",Timeline Photos,photo,https://www.facebook.com/LoveMattersAfrica/photos/a.390673737678645.94223.387386548007364/1018907298188616/?type=3,https://www.facebook.com/LoveMattersAfrica/posts/1018907298188616:0,2016-05-01 06:30:00,380,10,30,380,0,0,0,0,0
387386548007364_1018078684938144,Its goodnight #teamLoveMatters,Timeline Photos,photo,https://www.facebook.com/LoveMattersAfrica/photos/a.390673737678645.94223.387386548007364/1018078684938144/?type=3,https://www.facebook.com/LoveMattersAfrica/posts/1018078684938144:0,2016-04-30 15:00:00,166,2,19,166,0,0,0,0,0
387386548007364_1018069894939023,"A good morning #teamLoveMatters , we are waking up to news of loss and pain. For those affected by the building collapse in Huruma in Nairobi and across Kenya as a result of the foods, this is for you. #HurumaTragedy",Timeline Photos,photo,https://www.facebook.com/LoveMattersAfrica/photos/a.390673737678645.94223.387386548007364/1018069894939023/?type=3,https://www.facebook.com/LoveMattersAfrica/posts/1018069894939023:0,2016-04-30 02:00:00,304,36,16,300,2,0,0,2,0
387386548007364_1017609948318351,Its goodnight #teamLoveMatters.,Timeline Photos,photo,https://www.facebook.com/LoveMattersAfrica/photos/a.390673737678645.94223.387386548007364/1017609948318351/?type=3,https://www.facebook.com/LoveMattersAfrica/posts/1017609948318351:0,2016-04-29 14:00:00,82,5,8,82,0,0,0,0,0
387386548007364_1017605454985467,We all sometimes struggle to talk to new people – no matter how confident and talkative we may seem. And this struggle can turn into panic if we happen to find this new person attractive!,Click here and find our top tips for talking to new people,link,https://lovematters.co.ke/resource/how-approach-and-talk-new-people,https://www.facebook.com/LoveMattersAfrica/posts/1017605454985467,2016-04-29 10:00:00,60,18,10,60,0,0,0,0,0
387386548007364_1017613334984679,If you are looking at options for long term contraception. The Copper-T IUD is one you can consider.,Click and read our The Copper-T IUD: Top Facts,link,https://lovematters.co.ke/news/copper-t-iud-top-facts,https://www.facebook.com/LoveMattersAfrica/posts/1017613334984679,2016-04-29 05:00:00,19,3,2,19,0,0,0,0,0
387386548007364_1017355981677081,A good morning to you #teamLoveMatters. One word you would use to describe this picture.....,Timeline Photos,photo,https://www.facebook.com/LoveMattersAfrica/photos/a.390673737678645.94223.387386548007364/1017355981677081/?type=3,https://www.facebook.com/LoveMattersAfrica/posts/1017355981677081:0,2016-04-29 02:00:00,213,113,5,213,0,0,0,0,0
